Date,Transaction_Type,Transaction_Amount,Region,Payment_Method,Fraud_Flag,Likelihood,Impact,Risk_Score,Risk_Level
26-01-2024,Debit,5003.16,Reyes-Miller,Cash,0,2,3,6,Low
28-06-2024,Refund,9595.16,"Rogers, Kaiser and Campbell",Bank Transfer,0,2,5,10,Medium
25-04-2024,Debit,2365.04,Schultz Inc,Bank Transfer,0,2,2,4,Low
05-04-2024,Debit,4619.11,Williams-Barker,Cash,0,2,3,6,Low
12-11-2024,Refund,4835.13,Lucero-Martinez,Bank Transfer,0,2,3,6,Low
06-12-2024,Credit,5552.52,"Conway, Thompson and Mercer",Credit Card,0,2,3,6,Low
05-04-2024,Credit,7399.45,"Lewis, Dunn and Alvarez",Bank Transfer,0,2,3,6,Low
02-04-2024,Refund,7333.36,Kemp Group,Bank Transfer,0,2,3,6,Low
19-02-2024,Refund,9213.09,Fernandez LLC,Bank Transfer,0,2,5,10,Medium
02-01-2025,Refund,4262.76,Thompson Inc,Credit Card,0,2,3,6,Low
10-10-2024,Refund,784.27,"Evans, Carson and Dominguez",Cash,0,2,2,4,Low
03-11-2024,Refund,1281.55,Wright-Wright,Cash,0,2,2,4,Low
10-07-2024,Debit,146.11,Fisher-Murphy,Cash,1,5,2,10,Medium
26-12-2024,Credit,5204.19,Campbell PLC,Cash,1,5,3,15,High
27-10-2024,Refund,1223.56,Murray PLC,Bank Transfer,0,2,2,4,Low
23-12-2024,Credit,1981.7,Bowman-Kelly,Credit Card,0,2,2,4,Low
08-03-2024,Refund,8698.79,Schwartz-Sanchez,Cash,0,2,5,10,Medium
09-02-2024,Debit,1145.51,"Henderson, Dawson and Weber",Credit Card,0,2,2,4,Low
28-02-2024,Debit,8856.17,Young Group,Credit Card,0,2,5,10,Medium
07-11-2024,Debit,4956.89,Mclaughlin Inc,Bank Transfer,0,2,3,6,Low
12-06-2024,Debit,6265.39,Shields and Sons,Cash,0,2,3,6,Low
05-10-2024,Credit,5250.65,Perez Group,Credit Card,0,2,3,6,Low
17-03-2024,Debit,1407.26,Clark Ltd,Cash,0,2,2,4,Low
15-02-2024,Credit,8743.41,"May, Jackson and Barrett",Bank Transfer,0,2,5,10,Medium
14-03-2024,Refund,4187.29,Doyle-Mann,Cash,0,2,3,6,Low
29-09-2024,Refund,102.49,"Brooks, Cole and Molina",Cash,0,2,2,4,Low
30-01-2024,Debit,1184.66,Williams LLC,Credit Card,0,2,2,4,Low
25-05-2024,Credit,9957.49,Burke Inc,Cash,0,2,5,10,Medium
05-10-2024,Refund,7202.23,Smith PLC,Credit Card,0,2,3,6,Low
26-01-2024,Refund,8803.46,"Gillespie, Gentry and Rodriguez",Bank Transfer,1,5,5,25,High
14-11-2024,Refund,2718.37,"Calhoun, Cameron and Phillips",Bank Transfer,0,2,2,4,Low
25-01-2024,Refund,3230.64,Logan-Blair,Credit Card,1,5,3,15,High
03-02-2024,Debit,8896.56,King-Miles,Bank Transfer,1,5,5,25,High
14-08-2024,Debit,5642.47,"Andrews, Clark and Weeks",Cash,0,2,3,6,Low
05-08-2024,Debit,1667.8,Miller PLC,Credit Card,0,2,2,4,Low
08-07-2024,Refund,2909.07,"Fleming, Martin and Robinson",Credit Card,0,2,2,4,Low
10-01-2024,Debit,6853.39,"Richardson, Newton and Walker",Cash,1,5,3,15,High
09-02-2024,Refund,8030.11,Anderson-Jackson,Bank Transfer,0,2,5,10,Medium
16-09-2024,Debit,9520.43,"Garcia, Sharp and Gonzalez",Credit Card,0,2,5,10,Medium
08-04-2024,Debit,3718.82,Moody and Sons,Cash,0,2,3,6,Low
31-08-2024,Credit,6049.13,Kirby-Russell,Credit Card,0,2,3,6,Low
01-08-2024,Credit,4726.38,"Duncan, Peterson and Allen",Cash,0,2,3,6,Low
04-11-2024,Refund,2114.07,Salinas-Kane,Cash,0,2,2,4,Low
25-09-2024,Refund,3308.47,Hill-Stewart,Bank Transfer,0,2,3,6,Low
20-12-2024,Refund,7470.17,Gonzalez and Sons,Bank Transfer,1,5,3,15,High
04-06-2024,Credit,9961.9,"Townsend, Jenkins and Bailey",Cash,0,2,5,10,Medium
07-11-2024,Debit,9279.14,Leonard-Gaines,Cash,1,5,5,25,High
10-07-2024,Credit,1650.74,"Price, Pollard and Cook",Credit Card,0,2,2,4,Low
23-02-2024,Debit,7153.66,Jensen-Madden,Cash,0,2,3,6,Low
14-07-2024,Refund,4743.97,"Wyatt, Andrade and Zavala",Credit Card,0,2,3,6,Low
29-08-2024,Credit,3183.7,Campos PLC,Credit Card,0,2,3,6,Low
17-09-2024,Refund,1800.47,Wright LLC,Cash,0,2,2,4,Low
29-01-2024,Debit,4710.23,Callahan-George,Bank Transfer,0,2,3,6,Low
20-01-2024,Debit,9933.17,"Morales, Vaughn and Weber",Cash,0,2,5,10,Medium
05-06-2024,Credit,65.97,"Mckenzie, Gonzales and Price",Bank Transfer,1,5,2,10,Medium
16-04-2024,Credit,7017.63,Contreras-Martinez,Credit Card,1,5,3,15,High
02-02-2024,Credit,2000.68,Phillips-Brown,Cash,0,2,2,4,Low
03-10-2024,Refund,947.54,Flynn Group,Credit Card,0,2,2,4,Low
27-08-2024,Debit,4591.35,"Joseph, Smith and Coleman",Cash,0,2,3,6,Low
28-07-2024,Credit,956.2,Lloyd-Kane,Credit Card,0,2,2,4,Low
22-02-2024,Refund,6253.48,Garrett-Johnson,Cash,1,5,3,15,High
18-05-2024,Refund,5948.6,Beasley-Garner,Bank Transfer,0,2,3,6,Low
22-12-2024,Refund,677.05,Jackson-Wilson,Credit Card,0,2,2,4,Low
19-03-2024,Debit,6367.07,"Anderson, Schmidt and Manning",Cash,1,5,3,15,High
03-09-2024,Credit,8834.6,Snyder-Gonzalez,Bank Transfer,0,2,5,10,Medium
13-01-2024,Credit,3456.12,Clark-Phillips,Bank Transfer,0,2,3,6,Low
11-05-2024,Refund,151.15,"Brooks, Shepherd and Meyer",Credit Card,0,2,2,4,Low
06-11-2024,Credit,1934.48,"Fisher, Owens and Wright",Cash,0,2,2,4,Low
07-09-2024,Debit,2849.03,Alvarado Ltd,Bank Transfer,0,2,2,4,Low
22-06-2024,Credit,9115.99,"Williams, Schmidt and Rodgers",Bank Transfer,0,2,5,10,Medium
10-02-2024,Refund,4267.39,Shepard-Garcia,Credit Card,0,2,3,6,Low
18-03-2024,Debit,7295.94,Burns-Franco,Cash,0,2,3,6,Low
22-03-2024,Credit,3679.08,Kelly-Riley,Credit Card,0,2,3,6,Low
07-04-2024,Debit,7672.22,Bryant-Potter,Credit Card,0,2,3,6,Low
13-05-2024,Credit,9343.74,"Pham, Villanueva and Rubio",Bank Transfer,0,2,5,10,Medium
12-08-2024,Debit,5615.51,Rose-Good,Credit Card,0,2,3,6,Low
03-06-2024,Refund,6419.58,"Cabrera, Smith and Alexander",Bank Transfer,0,2,3,6,Low
26-05-2024,Refund,2033.86,Glenn and Sons,Credit Card,0,2,2,4,Low
30-08-2024,Refund,5930.46,Moore-Zimmerman,Credit Card,0,2,3,6,Low
15-09-2024,Debit,1038.73,"Mendoza, Campos and Martinez",Cash,0,2,2,4,Low
17-02-2024,Debit,2172.25,Cantrell Group,Cash,0,2,2,4,Low
03-12-2024,Refund,1791.47,Caldwell LLC,Bank Transfer,0,2,2,4,Low
26-04-2024,Refund,5640.96,"Johnson, Rodriguez and Maddox",Credit Card,0,2,3,6,Low
30-12-2024,Debit,1275.77,Edwards and Sons,Bank Transfer,0,2,2,4,Low
09-04-2024,Debit,5227.95,"Dickerson, Jones and Torres",Credit Card,0,2,3,6,Low
08-08-2024,Debit,6451.85,Long-Ballard,Credit Card,0,2,3,6,Low
24-06-2024,Debit,3835.64,"Rojas, Pennington and Neal",Cash,0,2,3,6,Low
12-07-2024,Debit,5760.8,Mcconnell and Sons,Bank Transfer,0,2,3,6,Low
16-01-2024,Credit,8535.47,"Miller, Harris and Taylor",Bank Transfer,0,2,5,10,Medium
26-03-2024,Credit,6051.7,Elliott Inc,Cash,1,5,3,15,High
02-09-2024,Credit,9666.92,Johnson-Henderson,Bank Transfer,0,2,5,10,Medium
03-02-2024,Debit,7375.28,Alexander and Sons,Credit Card,0,2,3,6,Low
18-08-2024,Debit,6162.71,Townsend Group,Bank Transfer,0,2,3,6,Low
15-04-2024,Debit,9093.21,"Palmer, Strickland and Riley",Credit Card,0,2,5,10,Medium
30-04-2024,Refund,2100.97,Bush PLC,Bank Transfer,0,2,2,4,Low
28-04-2024,Refund,36.68,Erickson-Lamb,Credit Card,0,2,2,4,Low
06-07-2024,Refund,2325.99,Norris Group,Cash,0,2,2,4,Low
11-03-2024,Refund,2172.27,Smith Ltd,Cash,0,2,2,4,Low
05-12-2024,Credit,9296.18,Vang-Allen,Cash,0,2,5,10,Medium
03-01-2025,Debit,6153.09,Johnson-Sanchez,Cash,0,2,3,6,Low
20-08-2024,Credit,1441.9,Ray Inc,Bank Transfer,0,2,2,4,Low
26-07-2024,Debit,4759.89,"Fuller, Dodson and Johnson",Credit Card,0,2,3,6,Low
28-07-2024,Credit,12.47,Young Ltd,Credit Card,1,5,2,10,Medium
24-08-2024,Refund,787.1,"Ramos, Jenkins and Thompson",Credit Card,0,2,2,4,Low
04-10-2024,Credit,9698.72,Bryant Inc,Credit Card,1,5,5,25,High
02-04-2024,Credit,1378.38,"Bennett, Byrd and Horton",Credit Card,0,2,2,4,Low
11-06-2024,Debit,8074.27,Berry-Garcia,Bank Transfer,0,2,5,10,Medium
03-10-2024,Refund,4259.8,"Cole, Matthews and Cruz",Cash,0,2,3,6,Low
03-08-2024,Credit,4722.17,Santos-Long,Cash,0,2,3,6,Low
31-08-2024,Debit,3032.56,"Barr, Sanchez and Garcia",Cash,0,2,3,6,Low
09-09-2024,Refund,7602.47,Smith-Williams,Cash,0,2,3,6,Low
05-01-2025,Refund,2415.32,Stuart-Stewart,Credit Card,0,2,2,4,Low
19-07-2024,Debit,3938.53,Clark-Estrada,Bank Transfer,1,5,3,15,High
28-10-2024,Debit,7741.46,"Adkins, Ramos and Mendoza",Bank Transfer,0,2,3,6,Low
19-12-2024,Debit,7065.38,Moore and Sons,Credit Card,0,2,3,6,Low
22-01-2024,Refund,3556.37,Davis-Bailey,Cash,0,2,3,6,Low
19-08-2024,Debit,8388.11,"Nichols, Burns and Tucker",Cash,0,2,5,10,Medium
22-11-2024,Credit,3176.55,Marshall-Carter,Cash,0,2,3,6,Low
04-06-2024,Debit,791.21,Jones Group,Credit Card,0,2,2,4,Low
09-10-2024,Credit,6057.76,"Simmons, Archer and Raymond",Credit Card,1,5,3,15,High
20-09-2024,Credit,2146.85,Robles-Mcguire,Credit Card,0,2,2,4,Low
27-05-2024,Credit,1669.5,Hudson Ltd,Bank Transfer,0,2,2,4,Low
07-10-2024,Credit,6341.36,Thompson-Diaz,Bank Transfer,0,2,3,6,Low
06-01-2025,Debit,2784.59,"Pearson, Miller and Vazquez",Cash,1,5,2,10,Medium
13-07-2024,Refund,1437.41,Novak and Sons,Cash,0,2,2,4,Low
18-04-2024,Credit,4378.06,"Ramsey, Arnold and Perez",Bank Transfer,0,2,3,6,Low
03-08-2024,Debit,4422.05,Fry-Tyler,Credit Card,0,2,3,6,Low
31-10-2024,Credit,6954.05,Perkins-Bishop,Cash,0,2,3,6,Low
04-07-2024,Debit,2512.89,"Diaz, Butler and Brown",Bank Transfer,0,2,2,4,Low
01-05-2024,Credit,1211.2,"Burton, King and Joyce",Credit Card,0,2,2,4,Low
19-04-2024,Refund,8998.62,"Dominguez, Banks and Tate",Cash,0,2,5,10,Medium
02-03-2024,Credit,6524.4,Hopkins PLC,Bank Transfer,0,2,3,6,Low
22-11-2024,Refund,1788.34,Mcdonald-Solis,Cash,0,2,2,4,Low
06-11-2024,Refund,8662.72,"Mason, White and Ayers",Cash,0,2,5,10,Medium
24-12-2024,Debit,8555.17,Jimenez-Anderson,Credit Card,0,2,5,10,Medium
06-11-2024,Credit,7709.74,Greer-Clark,Credit Card,0,2,3,6,Low
02-02-2024,Credit,3466.46,Ruiz-Brooks,Cash,0,2,3,6,Low
22-01-2024,Refund,4246.54,Callahan-Ramirez,Cash,0,2,3,6,Low
09-03-2024,Credit,6173.57,"Nichols, Watts and Howard",Bank Transfer,0,2,3,6,Low
30-03-2024,Debit,8764.19,"Wilkins, Miller and Hill",Credit Card,0,2,5,10,Medium
19-11-2024,Refund,9206.86,Vega and Sons,Credit Card,1,5,5,25,High
25-12-2024,Refund,1917.93,Lewis Ltd,Bank Transfer,0,2,2,4,Low
12-06-2024,Debit,3748.32,"Sanchez, Watkins and Humphrey",Cash,0,2,3,6,Low
14-04-2024,Debit,9332.59,"Gill, Conner and Blackwell",Cash,0,2,5,10,Medium
02-01-2025,Debit,9954.43,Stephens-Reeves,Bank Transfer,0,2,5,10,Medium
14-10-2024,Credit,1966.4,Cunningham-Cole,Credit Card,0,2,2,4,Low
07-02-2024,Debit,3616.3,Davis LLC,Bank Transfer,0,2,3,6,Low
18-08-2024,Debit,1956.94,Lewis-Hansen,Cash,0,2,2,4,Low
22-03-2024,Refund,5866.02,"Miller, Hurley and Lindsey",Bank Transfer,0,2,3,6,Low
05-07-2024,Credit,3291.23,"Oliver, Scott and Jacobson",Credit Card,0,2,3,6,Low
15-09-2024,Refund,9111.3,Williams-Cortez,Bank Transfer,0,2,5,10,Medium
16-07-2024,Refund,9158.91,Johnson-Smith,Bank Transfer,0,2,5,10,Medium
05-03-2024,Debit,5032.91,Lindsey-Owens,Bank Transfer,0,2,3,6,Low
16-06-2024,Credit,139.82,Perry and Sons,Cash,1,5,2,10,Medium
30-10-2024,Debit,2737.55,"Moore, Harris and Jackson",Bank Transfer,1,5,2,10,Medium
21-05-2024,Refund,6475.71,Hooper-Robinson,Bank Transfer,0,2,3,6,Low
25-04-2024,Credit,6420.32,Reyes and Sons,Cash,0,2,3,6,Low
29-05-2024,Refund,3988.96,"Payne, Silva and Randolph",Cash,0,2,3,6,Low
02-08-2024,Refund,9957.42,"Aguilar, Henry and Ellis",Bank Transfer,0,2,5,10,Medium
18-06-2024,Credit,7045.6,Thomas Ltd,Bank Transfer,0,2,3,6,Low
13-08-2024,Debit,2749,Merritt Ltd,Credit Card,0,2,2,4,Low
19-08-2024,Debit,581.7,"Snow, Edwards and Baldwin",Credit Card,0,2,2,4,Low
04-02-2024,Refund,5726.09,"Gomez, Byrd and Hale",Bank Transfer,0,2,3,6,Low
23-08-2024,Debit,313.96,Meyer-Collier,Credit Card,0,2,2,4,Low
20-07-2024,Credit,7183.11,Guerra Inc,Bank Transfer,0,2,3,6,Low
11-08-2024,Credit,4713.38,Johnson-Rice,Cash,0,2,3,6,Low
04-11-2024,Debit,6079.39,Bush-Walker,Credit Card,0,2,3,6,Low
05-08-2024,Debit,4550.26,Byrd-Gordon,Bank Transfer,1,5,3,15,High
24-01-2024,Refund,1745.97,Lee and Sons,Cash,0,2,2,4,Low
24-12-2024,Credit,7501.86,Davis-Weaver,Credit Card,0,2,3,6,Low
28-01-2024,Debit,6479.01,Rush Inc,Credit Card,1,5,3,15,High
29-07-2024,Debit,5460.42,Schroeder-Villegas,Cash,1,5,3,15,High
10-01-2024,Debit,1047.83,George-Sullivan,Cash,0,2,2,4,Low
14-02-2024,Refund,3701.64,Grant-Avery,Cash,0,2,3,6,Low
08-09-2024,Credit,6133.08,Welch Ltd,Cash,0,2,3,6,Low
15-07-2024,Refund,7135.97,Wilson Ltd,Bank Transfer,0,2,3,6,Low
29-06-2024,Credit,7059.34,Townsend-Waller,Bank Transfer,0,2,3,6,Low
15-07-2024,Credit,1777.31,"Shaffer, Powell and Galvan",Bank Transfer,0,2,2,4,Low
13-12-2024,Refund,8510.92,Cooper-Jones,Bank Transfer,0,2,5,10,Medium
29-10-2024,Debit,837.42,"Oneill, Barnett and Mueller",Bank Transfer,0,2,2,4,Low
05-11-2024,Refund,8342.3,"Garcia, Salas and Patel",Bank Transfer,0,2,5,10,Medium
03-07-2024,Debit,1203.07,Howe-Kennedy,Cash,0,2,2,4,Low
13-08-2024,Refund,4439.35,Bradshaw Ltd,Cash,0,2,3,6,Low
30-05-2024,Debit,7108.8,"Martinez, Branch and Palmer",Cash,0,2,3,6,Low
02-06-2024,Refund,3149.22,"Thomas, Vasquez and Alexander",Cash,0,2,3,6,Low
05-07-2024,Credit,8580.32,Andrews LLC,Bank Transfer,0,2,5,10,Medium
09-12-2024,Debit,2782.01,"Hill, Edwards and Mcdonald",Cash,0,2,2,4,Low
21-09-2024,Refund,8527.23,Holmes PLC,Bank Transfer,1,5,5,25,High
30-04-2024,Refund,6554.5,Smith-Paul,Cash,0,2,3,6,Low
10-09-2024,Debit,7377.16,Adams Group,Credit Card,0,2,3,6,Low
17-06-2024,Credit,3333.32,Marshall-Daniels,Cash,0,2,3,6,Low
02-04-2024,Refund,6723.19,Dalton Inc,Credit Card,0,2,3,6,Low
26-12-2024,Debit,8997.67,Bridges LLC,Cash,0,2,5,10,Medium
10-04-2024,Debit,8978.39,Murphy and Sons,Cash,0,2,5,10,Medium
19-03-2024,Credit,1700.44,"Wilson, Gomez and Garcia",Bank Transfer,0,2,2,4,Low
09-05-2024,Credit,9862.84,"Craig, Cordova and Gregory",Cash,0,2,5,10,Medium
23-07-2024,Credit,7224.13,Delgado LLC,Cash,0,2,3,6,Low
09-06-2024,Credit,3668.9,"Perry, Fletcher and Jackson",Cash,0,2,3,6,Low
09-11-2024,Refund,151.57,"Wells, Hebert and Miller",Cash,0,2,2,4,Low
16-10-2024,Refund,6648.31,Salas-Jones,Credit Card,1,5,3,15,High
08-07-2024,Credit,4169.62,"Osborne, Harris and Anderson",Credit Card,0,2,3,6,Low
24-08-2024,Credit,6680.55,Hughes PLC,Bank Transfer,0,2,3,6,Low
19-03-2024,Credit,624.22,Knight-Day,Bank Transfer,0,2,2,4,Low
17-08-2024,Credit,1937.47,Miller-Wood,Cash,0,2,2,4,Low
24-10-2024,Debit,7615.32,Miller Inc,Bank Transfer,0,2,3,6,Low
22-12-2024,Debit,1483.66,Johnson and Sons,Bank Transfer,0,2,2,4,Low
06-01-2025,Debit,2673.69,"Frederick, Ruiz and Jones",Bank Transfer,0,2,2,4,Low
31-01-2024,Debit,1734.13,Griffith-Patterson,Credit Card,0,2,2,4,Low
05-09-2024,Refund,454.64,Ross Group,Cash,0,2,2,4,Low
16-01-2024,Debit,6089.2,Williams Ltd,Credit Card,0,2,3,6,Low
14-10-2024,Debit,6890.28,Wilson-Davis,Cash,0,2,3,6,Low
23-06-2024,Debit,4098.42,Davis Group,Bank Transfer,0,2,3,6,Low
05-05-2024,Debit,6356.64,Tucker and Sons,Credit Card,0,2,3,6,Low
19-07-2024,Credit,8422.82,"Short, Black and Lopez",Cash,0,2,5,10,Medium
20-09-2024,Credit,9411.49,Hayes-Cross,Credit Card,0,2,5,10,Medium
15-03-2024,Credit,3118.53,"Huff, Smith and Hunt",Cash,0,2,3,6,Low
07-01-2025,Credit,5609.99,Hendricks-Wilson,Bank Transfer,0,2,3,6,Low
26-03-2024,Debit,1185.97,Blackwell-Cole,Cash,0,2,2,4,Low
28-04-2024,Refund,4667.86,Walker Ltd,Credit Card,1,5,3,15,High
09-10-2024,Credit,8362.7,"Fuentes, Morales and Anderson",Credit Card,0,2,5,10,Medium
12-07-2024,Debit,870.09,Brown-Fowler,Credit Card,0,2,2,4,Low
20-12-2024,Credit,9303.43,Ramsey-Hall,Cash,0,2,5,10,Medium
15-12-2024,Credit,890.74,"Richards, Griffin and Cook",Credit Card,0,2,2,4,Low
03-10-2024,Credit,9180.93,"Morgan, Parker and Cox",Bank Transfer,0,2,5,10,Medium
03-05-2024,Credit,1833.18,Kaiser Inc,Cash,0,2,2,4,Low
20-06-2024,Debit,873.31,Jenkins-Huynh,Bank Transfer,0,2,2,4,Low
06-08-2024,Debit,3181.84,"Brown, Henderson and Mccall",Bank Transfer,0,2,3,6,Low
27-04-2024,Debit,6269.98,Jacobs Ltd,Bank Transfer,0,2,3,6,Low
12-06-2024,Refund,210.87,Ortiz-Huff,Cash,0,2,2,4,Low
07-04-2024,Credit,1701.67,Munoz-Evans,Cash,1,5,2,10,Medium
15-05-2024,Refund,114.28,White and Sons,Bank Transfer,0,2,2,4,Low
16-05-2024,Refund,6383.08,Johnson Ltd,Bank Transfer,0,2,3,6,Low
05-06-2024,Refund,4608.89,Gibson Ltd,Bank Transfer,0,2,3,6,Low
12-01-2024,Debit,8773.21,Ward Group,Credit Card,0,2,5,10,Medium
06-07-2024,Debit,9432.94,Vega Inc,Bank Transfer,0,2,5,10,Medium
08-06-2024,Credit,3084.75,Moreno-Blanchard,Bank Transfer,0,2,3,6,Low
15-07-2024,Debit,6812.1,Terry Group,Cash,0,2,3,6,Low
19-12-2024,Debit,9427.15,"Matthews, Ford and Thomas",Cash,0,2,5,10,Medium
17-08-2024,Refund,8647.21,"Williams, Yates and Shelton",Credit Card,0,2,5,10,Medium
01-11-2024,Debit,7476.61,White-Cummings,Credit Card,0,2,3,6,Low
24-07-2024,Credit,7383.72,"Peterson, Martin and Bell",Bank Transfer,0,2,3,6,Low
14-07-2024,Credit,3111.77,"Foster, Williams and Bennett",Credit Card,1,5,3,15,High
05-01-2025,Refund,3799.31,Fox-Pitts,Credit Card,0,2,3,6,Low
13-11-2024,Debit,2877.89,Cervantes and Sons,Bank Transfer,0,2,2,4,Low
05-04-2024,Refund,2796.84,"Williams, Smith and Neal",Cash,0,2,2,4,Low
26-03-2024,Credit,5654.75,"Frazier, Smith and Robinson",Cash,1,5,3,15,High
19-04-2024,Credit,4145.69,"Kirby, Evans and Ward",Cash,0,2,3,6,Low
28-07-2024,Debit,8354.4,"Smith, Parker and Duncan",Cash,0,2,5,10,Medium
15-12-2024,Debit,2735.27,Henson-Johnson,Bank Transfer,0,2,2,4,Low
19-11-2024,Credit,2000.25,Franklin-Weber,Bank Transfer,0,2,2,4,Low
07-07-2024,Credit,9792.99,Lindsey Inc,Bank Transfer,0,2,5,10,Medium
20-04-2024,Refund,2600.95,Rodriguez-Perry,Bank Transfer,0,2,2,4,Low
04-03-2024,Refund,4401.59,Maddox-Sutton,Credit Card,1,5,3,15,High
09-07-2024,Refund,933.2,"Martin, Robinson and Hughes",Credit Card,0,2,2,4,Low
21-06-2024,Debit,3557.98,Hunter Ltd,Bank Transfer,0,2,3,6,Low
09-06-2024,Debit,3642.5,Mendoza-Carroll,Cash,0,2,3,6,Low
03-12-2024,Credit,7725.98,Lutz LLC,Cash,0,2,3,6,Low
30-05-2024,Debit,5235.2,Harris Group,Credit Card,1,5,3,15,High
10-09-2024,Debit,8296.71,Garcia LLC,Cash,0,2,5,10,Medium
10-06-2024,Debit,6873.53,Hart-Stephenson,Bank Transfer,0,2,3,6,Low
24-12-2024,Debit,1713.04,Howard-Mack,Credit Card,0,2,2,4,Low
24-12-2024,Debit,9497.15,Martinez-Harris,Cash,0,2,5,10,Medium
15-08-2024,Debit,5856.38,Obrien Inc,Bank Transfer,0,2,3,6,Low
19-10-2024,Debit,1565.49,Vincent-Abbott,Credit Card,0,2,2,4,Low
20-09-2024,Debit,5691.43,Fernandez and Sons,Cash,0,2,3,6,Low
25-01-2024,Credit,9937.62,Hansen PLC,Cash,1,5,5,25,High
26-08-2024,Credit,4344.2,Murray-Reynolds,Cash,0,2,3,6,Low
20-03-2024,Refund,6463.62,Giles-Hernandez,Bank Transfer,1,5,3,15,High
11-04-2024,Refund,6823.36,Waters-Lutz,Credit Card,0,2,3,6,Low
22-06-2024,Refund,2894,Bowman-Walker,Credit Card,0,2,2,4,Low
19-05-2024,Debit,3428.39,Rowland-Moreno,Credit Card,0,2,3,6,Low
15-12-2024,Refund,9685.22,"Ruiz, Franklin and Watson",Credit Card,0,2,5,10,Medium
28-12-2024,Refund,5520.6,Johnson-Atkinson,Bank Transfer,0,2,3,6,Low
02-06-2024,Credit,7433.89,Holmes and Sons,Bank Transfer,0,2,3,6,Low
18-09-2024,Debit,2696.81,Watson Inc,Bank Transfer,0,2,2,4,Low
23-12-2024,Debit,5137.59,"Bailey, Hartman and Smith",Bank Transfer,0,2,3,6,Low
20-07-2024,Debit,2115.11,"Hart, Kim and Hill",Cash,0,2,2,4,Low
17-10-2024,Debit,2190.37,"Turner, Gonzalez and Hicks",Cash,0,2,2,4,Low
07-11-2024,Refund,2615.85,"Leblanc, Flynn and Martinez",Bank Transfer,0,2,2,4,Low
31-12-2024,Credit,9219.97,"Dixon, Mendoza and Arnold",Cash,0,2,5,10,Medium
27-03-2024,Debit,5175.13,Dean-Farrell,Cash,0,2,3,6,Low
20-12-2024,Debit,6314.83,Fisher PLC,Cash,0,2,3,6,Low
01-05-2024,Credit,4757.35,"Johnson, Hill and Matthews",Bank Transfer,1,5,3,15,High
02-05-2024,Debit,4677.8,"Williams, Frazier and Fritz",Cash,0,2,3,6,Low
09-04-2024,Debit,3236.68,"Boyd, Powell and Mayer",Bank Transfer,0,2,3,6,Low
16-11-2024,Credit,5642.06,"Martin, Schaefer and Rice",Credit Card,0,2,3,6,Low
13-11-2024,Debit,6586.47,"Jensen, Hernandez and Andrews",Bank Transfer,0,2,3,6,Low
24-12-2024,Debit,9013.74,Perkins-Williams,Cash,0,2,5,10,Medium
18-03-2024,Refund,3230.5,Goodman LLC,Bank Transfer,0,2,3,6,Low
12-05-2024,Credit,1055.08,Porter Group,Cash,1,5,2,10,Medium
29-03-2024,Refund,3595.25,"Sharp, Dixon and Nash",Credit Card,0,2,3,6,Low
04-01-2025,Credit,9011.23,"Thomas, Daniels and Hall",Credit Card,0,2,5,10,Medium
12-12-2024,Credit,1595.92,Stevens Ltd,Bank Transfer,0,2,2,4,Low
24-10-2024,Debit,4760.2,Kramer LLC,Bank Transfer,0,2,3,6,Low
01-07-2024,Credit,3373.35,Wright Group,Credit Card,0,2,3,6,Low
30-05-2024,Refund,9030.77,"Booth, Brooks and Moreno",Cash,0,2,5,10,Medium
01-07-2024,Credit,1879.24,"May, Reid and Welch",Bank Transfer,0,2,2,4,Low
05-09-2024,Debit,3586.47,Weeks Group,Credit Card,1,5,3,15,High
14-04-2024,Credit,1635.83,Wade Group,Cash,0,2,2,4,Low
26-04-2024,Debit,5472.31,Escobar-Stone,Credit Card,0,2,3,6,Low
23-06-2024,Debit,7522.93,Haley-Hale,Cash,0,2,3,6,Low
01-11-2024,Credit,4395.7,Perkins-Hunter,Cash,0,2,3,6,Low
04-06-2024,Credit,6169.96,Brown PLC,Cash,0,2,3,6,Low
13-01-2024,Credit,5939.81,"Stephens, Gonzalez and Howard",Credit Card,0,2,3,6,Low
22-03-2024,Debit,6948.04,"Bell, Hart and Young",Bank Transfer,0,2,3,6,Low
08-10-2024,Debit,7312.24,"Terrell, Davidson and Hickman",Bank Transfer,0,2,3,6,Low
08-05-2024,Refund,4740.99,"Petty, Valdez and Robinson",Credit Card,0,2,3,6,Low
26-02-2024,Refund,2443.45,Briggs-Williams,Bank Transfer,1,5,2,10,Medium
22-03-2024,Refund,7236.49,Mckay LLC,Cash,0,2,3,6,Low
28-01-2024,Debit,6013.41,Drake Group,Credit Card,1,5,3,15,High
13-05-2024,Refund,4830.75,Bauer Group,Credit Card,1,5,3,15,High
24-10-2024,Credit,4017.52,"Adams, White and Patrick",Credit Card,0,2,3,6,Low
28-08-2024,Credit,410.89,Moran Group,Credit Card,0,2,2,4,Low
12-11-2024,Credit,9290.61,Bender-Wilson,Cash,0,2,5,10,Medium
27-08-2024,Refund,2350.69,Kaiser PLC,Cash,0,2,2,4,Low
07-06-2024,Credit,9348.2,"Huffman, Camacho and Greer",Credit Card,0,2,5,10,Medium
08-12-2024,Debit,9269.6,Potter-Moore,Bank Transfer,0,2,5,10,Medium
10-03-2024,Debit,1087.47,Sims-Cruz,Cash,1,5,2,10,Medium
